Wall time,Step,Value
1710137800.3338678,0,100.0
1710137807.1904702,1,100.0
1710137813.3101444,2,100.0
1710137819.1722727,3,100.0
1710137825.1861079,4,100.0
1710137831.0884945,5,100.0
1710137837.3960845,6,100.0
1710137843.362021,7,100.0
1710137849.2447333,8,100.0
1710137855.269477,9,100.0
1710137861.324562,10,100.0
1710137867.319628,11,100.0
1710137873.2290773,12,100.0
1710137878.9412675,13,99.98999786376953
1710137884.862136,14,99.98999786376953
1710137890.7171593,15,99.91000366210938
1710137896.7131534,16,99.9800033569336
1710137903.1248112,17,100.0
1710137909.3901386,18,100.0
1710137915.6012018,19,100.0
1710137921.4219646,20,100.0
1710137927.3896601,21,99.75
1710137933.1472514,22,99.58999633789062
1710137939.075726,23,98.36000061035156
1710137944.7774773,24,95.97000122070312
1710137950.5185547,25,92.19000244140625
1710137956.4239736,26,87.0199966430664
1710137962.2122178,27,83.36000061035156
1710137967.939695,28,82.12000274658203
1710137973.7730396,29,72.77999877929688
1710137979.5117185,30,52.939998626708984
1710137985.4517298,31,32.06999969482422
1710137991.326935,32,47.56999969482422
1710137997.144166,33,13.130000114440918
1710138002.9233294,34,12.140000343322754
1710138008.727268,35,11.079999923706055
1710138014.6011536,36,11.220000267028809
1710138020.5640705,37,10.75
1710138027.0144417,38,10.399999618530273
1710138033.0920234,39,10.449999809265137
1710138039.1986604,40,10.380000114440918
1710138045.070902,41,10.4399995803833
1710138050.7741017,42,10.600000381469727
1710138056.5402644,43,10.869999885559082
1710138062.2695014,44,10.890000343322754
1710138067.9577937,45,11.170000076293945
1710138073.8476362,46,10.710000038146973
1710138079.7289696,47,10.420000076293945
1710138085.4859786,48,10.619999885559082
1710138091.201883,49,10.520000457763672
1710138096.860995,50,10.4399995803833
1710138102.4446561,51,10.619999885559082
1710138108.485806,52,10.270000457763672
1710138114.3776367,53,10.449999809265137
1710138119.9751449,54,10.569999694824219
1710138125.8110228,55,10.34000015258789
1710138131.6076465,56,10.210000038146973
1710138137.4051883,57,10.3100004196167
1710138143.1543076,58,10.220000267028809
1710138148.9398172,59,10.520000457763672
1710138154.639513,60,10.210000038146973
1710138160.337587,61,10.109999656677246
1710138166.1971655,62,10.270000457763672
1710138171.7496362,63,10.569999694824219
1710138177.434096,64,9.9399995803833
1710138183.0422738,65,31.940000534057617
1710138188.8313262,66,11.960000038146973
1710138194.984926,67,9.600000381469727
1710138200.6865387,68,12.59000015258789
1710138206.309245,69,9.550000190734863
1710138211.9321015,70,18.299999237060547
1710138217.5216062,71,9.430000305175781
1710138223.4335206,72,11.449999809265137
1710138229.2370825,73,9.829999923706055
1710138235.1270425,74,12.8100004196167
1710138240.86874,75,9.470000267028809
1710138246.7013106,76,12.130000114440918
1710138252.599508,77,9.59000015258789
1710138258.4165914,78,13.619999885559082
1710138264.1171782,79,9.34000015258789
1710138269.9893732,80,13.520000457763672
1710138275.9477923,81,9.34000015258789
1710138281.7081716,82,18.5
1710138287.844295,83,9.010000228881836
1710138293.7805128,84,16.399999618530273
1710138300.919941,85,8.880000114440918
1710138307.2203672,86,12.859999656677246
1710138313.0891593,87,9.420000076293945
1710138319.0167465,88,11.829999923706055
1710138324.8676589,89,9.770000457763672
1710138330.739709,90,100.0
1710138336.5663388,91,0.0
1710138342.386746,92,0.0
1710138348.4560518,93,0.0
1710138354.4504223,94,0.0
1710138360.3770227,95,0.0
1710138366.0979638,96,0.1599999964237213
1710138372.324594,97,0.20000000298023224
1710138378.903678,98,1.2100000381469727
1710138385.0795057,99,7.349999904632568
1710138391.1134124,100,7.050000190734863
1710138397.031822,101,12.569999694824219
1710138403.1996806,102,9.420000076293945
1710138409.2248251,103,12.130000114440918
1710138415.2538874,104,10.420000076293945
1710138420.9608538,105,10.699999809265137
1710138427.1282442,106,10.5600004196167
1710138433.3486419,107,10.380000114440918
1710138440.832717,108,10.399999618530273
1710138447.4835005,109,10.449999809265137
1710138454.3685434,110,10.430000305175781
1710138461.1509972,111,10.479999542236328
1710138467.401104,112,10.460000038146973
1710138474.4416468,113,10.180000305175781
1710138480.75948,114,10.510000228881836
1710138486.87713,115,10.1899995803833
1710138493.0087252,116,10.430000305175781
1710138499.1406827,117,10.34000015258789
1710138504.8959947,118,10.220000267028809
1710138510.7667327,119,10.449999809265137
1710138516.4042425,120,10.319999694824219
1710138521.9950635,121,10.279999732971191
1710138528.04234,122,10.1899995803833
1710138534.0398996,123,10.130000114440918
